name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,test,Pokedex Entry
Turtonator,['Shell Armor'],0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,78,5120,70,485,70,Blast Turtle Pokémon,135,1000000,2.0,60,Bakugamesバクガメス,50.0,776,91,85,36,fire,dragon,212.0,7,0,,"It lives in volcanoes and eats sulfur and other minerals. Materials from the food it eats form the basis of its explosive shell. Its exploding shell poses a real danger but is sensitive to moisture. On rainy days, Turtonator takes silent refuge in caves. Explosive substances coat the shell on its back. Enemies that dare attack it will be blown away by an immense detonation. Eating sulfur in its volcanic habitat is what causes explosive compounds to develop in its shell. Its droppings are also dangerously explosive."
Togedemaru,"['Iron Barbs', 'Lightningrod', 'Sturdy']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,98,2560,70,435,180,Roly-Poly Pokémon,63,1000000,0.3,65,Togedemaruトゲデマル,50.0,777,40,73,96,electric,steel,3.3,7,0,,"When it’s surprised or agitated, the 14 fur spikes on its back will stand up involuntarily. Its capacity to produce electricity is somewhat limited, so it gets charged up by letting lightning strike it! With the long hairs on its back, this Pokémon takes in electricity from other electric Pokémon. It stores what it absorbs in an electric sac. When it’s in trouble, it curls up into a ball, makes its fur spikes stand on end, and then discharges electricity indiscriminately."
Mimikyu,['Disguise'],0.25,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,90,5120,70,476,45,Disguise Pokémon,80,1000000,0.2,55,Mimikkyuミミッキュ,50.0,778,50,105,96,ghost,fairy,0.7,7,0,,"It stands in front of a mirror, trying to fix its broken neck as if its life depended on it. It has a hard time getting it right, so it’s crying inside. Sad that its true identity may be exposed, Mimikyu will mercilessly seek revenge on any opponent that breaks its neck. There will be no forgiveness for any who reveal that it was pretending to be Pikachu. It will bring the culprit down, even at the cost of its own life. Its disguise made from an old rag allowed it to avoid an attack, but the impact broke the neck of the disguise. Now everyone knows it’s a Mimikyu."
Bruxish,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,105,3840,70,475,80,Gnash Teeth Pokémon,70,1000000,0.9,68,Hagigishiriハギギシリ,50.0,779,70,70,92,water,psychic,19.0,7,0,,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area. It stuns its prey with psychokinesis and then grinds them to mush with its strong teeth. Even Shellder’s shell is no match for it. It burrows beneath the sand, radiating psychic power from the protuberance on its head. It waits for prey as it surveys the area. Its skin is thick enough to fend off Mareanie’s spikes. With its robust teeth, Bruxish crunches up the spikes and eats them."
Drampa,"['Berserk', 'Sap Sipper', 'Cloud Nine']",1.0,1.0,2.0,0.5,2.0,2.0,0.5,1.0,0.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,60,5120,70,485,70,Placid Pokémon,85,1000000,3.0,78,Jijilongジジーロン,50.0,780,135,91,36,normal,dragon,185.0,7,0,,"If a child it has made friends with is bullied, Drampa will find the bully’s house and burn it to the ground. It appears in towns and plays with the children. Drampa will protect kids when they’re in danger, so their moms don’t have to worry. The mountains it calls home are nearly two miles in height. On rare occasions, it descends to play with the children living in the towns below. Drampa is a kind and friendly Pokémon—up until it’s angered. When that happens, it stirs up a gale and flattens everything around."
Dhelmise,['Steelworker'],1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5,131,6400,70,517,25,Sea Creeper Pokémon,100,1000000,3.9,70,Dadarinダダリン,,781,86,90,40,ghost,grass,210.0,7,0,,"It wraps its prey in green seaweed and sucks away their vitality. It only likes to go after big prey like Wailord. Its chain-like green seaweed can stretch outward for hundreds of yards. For some reason, it gets along well with Skrelp. After a piece of seaweed merged with debris from a sunken ship, it was reborn as this ghost Pokémon. After lowering its anchor, it waits for its prey. It catches large Wailord and drains their life-force."
Jangmo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,55,10240,70,300,45,Scaly Pokémon,65,1250000,0.6,45,Jyarakoジャラコ,50.0,782,45,45,45,dragon,,29.7,7,0,,It smacks the scales on its head against rocks or against the ground to frighten its opponents. It can also contact its friends with these noises. It will never show an enemy its back in battle. Ancient warriors liked Jangmo-o for its valiant disposition and made it one of their own. They learn to fight by smashing their head scales together. The dueling strengthens both their skills and their spirits. Jangmo-o strikes its scales to communicate with others of its kind. Its scales are actually fur that’s become as hard as metal.
Hakamo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",0.5,0.5,2.0,0.5,4.0,1.0,0.5,2.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,75,10240,70,420,45,Scaly Pokémon,90,1250000,1.2,55,Jyarangoジャランゴ,50.0,783,65,70,65,dragon,fighting,47.0,7,0,,"It makes noise by clanging its scales together. When the rhythm has reached its peak, Hakamo-o attacks. The scales it sheds can be molded and processed to make pots and pans. They conduct heat well, so they’re a popular item. The scaleless, scarred parts of its body are signs of its strength. It shows them off to defeated opponents. Before attacking its enemies, it clashes its scales together and roars. Its sharp claws shred the opposition."
Kommo-o,"['Bulletproof', 'Soundproof', 'Overcoat']",0.5,0.5,2.0,0.5,4.0,1.0,0.5,2.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,1.0,0.5,110,10240,70,600,45,Scaly Pokémon,125,1250000,1.6,75,Jyararangaジャラランガ,50.0,784,100,105,85,dragon,fighting,78.2,7,0,,"When it howls after finishing off its prey, the metallic sounds of its celebrating comrades can be heard from all around. It battles valiantly with its fists, which are armored in steel scales. Kommo-o specializes in uppercuts. It clatters its tail scales to unnerve opponents. This Pokémon will battle only those who stand steadfast in the face of this display. Certain ruins have paintings of ancient warriors wearing armor made of Kommo-o scales."
Tapu Koko,"['Electric Surge', 'Telepathy']",0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,115,3840,70,570,3,Land Spirit Pokémon,85,1250000,1.8,70,Kapu-kokekoカプ・コケコ,,785,95,75,130,electric,fairy,20.5,7,1,,"This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy. As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot. It heals the wounds of people and Pokémon by sprinkling them with its sparkling scales. This guardian deity is worshiped on Akala. Although called a guardian deity, Tapu Lele is devoid of guilt about its cruel disposition and can be described as nature incarnate."
Tapu Lele,"['Psychic Surge', 'Telepathy']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,85,3840,70,570,3,Land Spirit Pokémon,75,1250000,1.2,70,Kapu-tetefuカプ・テテフ,,786,130,115,95,psychic,fairy,18.6,7,1,,"The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy. The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness. This guardian deity of Poni Island manipulates water. Because it lives deep within a thick fog, it came to be both feared and revered. Although it’s called a guardian deity, terrible calamities sometimes befall those who recklessly approach Tapu Fini."
Tapu Bulu,"['Grassy Surge', 'Telepathy']",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,130,3840,70,570,3,Land Spirit Pokémon,115,1250000,1.9,70,Kapu-bululカプ・ブルル,,787,85,95,75,grass,fairy,45.5,7,1,,"This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body. It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later. Although it’s called a guardian deity, if a person or Pokémon puts it in a bad mood, it will become a malevolent deity and attack. The lightning-wielding guardian deity of Melemele, Tapu Koko is brimming with curiosity and appears before people from time to time."
Tapu Fini,"['Misty Surge', 'Telepathy']",0.5,0.5,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,75,3840,70,570,3,Land Spirit Pokémon,115,1250000,1.3,70,Kapu-rehireカプ・レヒレ,,788,95,130,85,water,fairy,21.2,7,1,,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth. The guardian deity of Ula’ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns. Although it’s called a guardian deity, it’s violent enough to crush anyone it sees as an enemy. It makes ringing sounds with its tail to let others know where it is, avoiding unneeded conflicts. This guardian deity of Ula’ula controls plants."
Cosmog,['Unaware'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,29,30720,0,200,45,Nebula Pokémon,31,1250000,0.2,43,Cosmogコスモッグ,,789,29,31,37,psychic,,0.1,7,1,,"Even though its helpless, gaseous body can be blown away by the slightest breeze, it doesn’t seem to care. Whether or not it’s a Pokémon from this world is a mystery. When it’s in a jam, it warps away to a safe place to hide. This Pokémon came from another universe. Its gaseous body is so light that even a gentle breeze can blow it away. Cosmog is very curious but not very cautious, often placing itself in danger. If things start to look dicey, it teleports away."
Cosmoem,['Sturdy'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,29,30720,0,400,45,Protostar Pokémon,131,1250000,0.1,43,Cosmovumコスモウム,,790,29,131,37,psychic,,999.9,7,1,,"The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it. As it absorbs light, Cosmoem continues to grow. Its golden shell is surprisingly solid. The absorption of starlight fuels this Pokémon’s growth. The shell that encases it is harder than any known material. It sucks in dust from the air at an astounding rate, frantically building up energy within its core as preparation for evolution."
Solgaleo,['Full Metal Body'],1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0,137,30720,0,680,45,Sunne Pokémon,107,1250000,3.4,137,Solgaleoソルガレオ,,791,113,89,97,psychic,steel,230.0,7,1,,"Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world. In writings from the distant past, it’s called by the name “the beast that devours the sun.” When light radiates from its body, this Pokémon could almost appear to be the sun. It will dispel any darkness and light up the world. Solgaleo was once known as the Beast That Devours the Sun. Energy in the form of light radiates boundlessly from it."
Lunala,['Shadow Shield'],1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,113,30720,0,680,45,Moone Pokémon,89,1250000,4.0,137,Lunalaルナアーラ,,792,137,107,97,psychic,ghost,120.0,7,1,,"Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.” It sometimes summons unknown powers and life-forms here to this world from holes that lead to other worlds. Known as the Beast That Calls the Moon, this Pokémon lives by taking in any and all light and converting it into its own energy. It steals the light from its surroundings and then becomes the full moon, showering its own light across the night sky."
Nihilego,['Beast Boost'],0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,4.0,1.0,0.5,0.25,2.0,1.0,2.0,2.0,53,30720,0,570,45,Parasite Pokémon,47,1250000,1.2,109,Uturoidウツロイド,,793,127,131,103,rock,poison,55.5,7,1,,"One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent. One of the Ultra Beasts. It’s unclear whether or not this Pokémon is sentient, but sometimes it can be observed behaving like a young girl. A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin. It appeared in this world from an Ultra Wormhole. Nihilego appears to be a parasite that lives by feeding on people and Pokémon."
Buzzwole,['Beast Boost'],0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,139,30720,0,570,25,Swollen Pokémon,139,1250000,2.4,107,Massivoonマッシブーン,,794,53,53,79,bug,fighting,333.6,7,1,,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear. A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch. Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives. Buzzwole goes around showing off its abnormally swollen muscles. It is one kind of Ultra Beast."
Pheromosa,['Beast Boost'],0.5,0.5,1.0,1.0,2.0,0.5,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,1.0,137,30720,0,570,255,Lissome Pokémon,37,1250000,1.8,71,Pheroacheフェローチェ,,795,137,37,151,bug,fighting,25.0,7,1,,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds. One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world. A life-form that lives in another world, its body is thin and supple, but it also possesses great power. Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
Xurkitree,['Beast Boost'],1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,89,30720,0,570,30,Glowing Pokémon,71,1250000,3.8,83,Denjyumokuデンジュモク,,796,173,71,83,electric,,100.0,7,1,,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses. It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity. Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives. They’ve been dubbed Ultra Beasts. Some of them stand unmoving, like trees, with their arms and legs stuck into the ground."
Celesteela,['Beast Boost'],0.25,1.0,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.25,0.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,101,30720,0,570,25,Launch Pokémon,103,1250000,9.2,97,Tekkaguyaテッカグヤ,,797,107,101,61,steel,flying,999.9,7,1,,"It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed. One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms. One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms. Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
